time_window_,date,weekday,tollgate_id_1,tollgate_id_2,tollgate_id_3,direction_0,direction_1,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model6,has_etc,no_etc,vehicle_type0,vehicle_type1,vehicle_type2,temperature,rel_humidity,precipitation,wind_speed,wind_direction_1,wind_direction_2,wind_direction_3,wind_direction_4,wind_direction_5,wind_direction_6,wind_direction_7,wind_direction_8,wind_direction_9,wind_direction_10,wind_direction_11,wind_direction_12,wind_direction_13,wind_direction_14,wind_direction_15,wind_direction_16,wind_direction_17,volumes
40,14,4,0,1,0,1,0,0,75,6,2,0,0,0,25,58,0,0,83,18.3,83.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83
40,14,4,0,0,1,1,0,0,82,23,1,2,0,0,25,83,0,0,108,18.3,83.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108
40,14,4,0,0,1,0,1,0,114,8,5,0,2,0,34,95,110,19,0,18.3,83.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129
28,17,0,1,0,0,1,0,0,49,4,0,1,0,0,14,40,0,0,54,20.9,79.0,0.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54
28,17,0,1,0,0,0,1,0,106,9,3,1,1,0,23,97,91,29,0,20.9,79.0,0.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120
28,17,0,0,1,0,1,0,0,86,15,0,1,0,0,21,81,0,0,102,20.9,79.0,0.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102
28,17,0,0,0,1,1,0,0,128,19,1,2,0,0,37,113,0,0,150,20.9,79.0,0.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,150
28,17,0,0,0,1,0,1,0,128,5,3,0,0,0,39,98,121,16,0,20.9,79.0,0.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,137
68,13,3,1,0,0,1,0,0,6,0,0,0,0,0,1,5,0,0,6,18.0,89.0,0.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
68,13,3,1,0,0,0,1,0,19,3,0,1,2,0,3,22,17,8,0,18.0,89.0,0.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
68,13,3,0,1,0,1,0,0,9,6,0,0,0,0,4,11,0,0,15,18.0,89.0,0.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
68,13,3,0,0,1,1,0,0,15,2,0,0,0,0,3,14,0,0,17,18.0,89.0,0.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
68,13,3,0,0,1,0,1,0,24,0,0,0,1,0,7,18,22,3,0,18.0,89.0,0.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
35,9,6,1,0,0,1,0,0,23,3,0,0,0,0,7,19,0,0,26,20.4,55.0,0.0,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
35,9,6,1,0,0,0,1,0,71,11,3,1,2,0,19,69,57,31,0,20.4,55.0,0.0,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
35,9,6,0,1,0,1,0,0,51,10,0,0,0,0,15,46,0,0,61,20.4,55.0,0.0,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
35,9,6,0,0,1,1,0,0,58,15,0,1,0,0,17,57,0,0,74,20.4,55.0,0.0,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
35,9,6,0,0,1,0,1,0,73,2,4,0,2,0,19,62,67,14,0,20.4,55.0,0.0,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
59,20,1,1,0,0,1,0,0,20,1,0,0,0,0,9,12,0,0,21,19.4,74.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21
59,20,1,1,0,0,0,1,0,37,5,1,1,5,0,12,37,32,17,0,19.4,74.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49
59,20,1,0,1,0,1,0,0,27,13,0,0,0,0,11,29,0,0,40,19.4,74.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40
59,20,1,0,0,1,1,0,0,32,16,0,0,0,0,12,36,0,0,48,19.4,74.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48
59,20,1,0,0,1,0,1,0,41,4,1,0,4,0,12,38,40,10,0,19.4,74.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50
38,15,5,1,0,0,1,0,0,39,1,1,0,0,0,13,28,0,0,41,20.0,97.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41
38,15,5,1,0,0,0,1,0,71,7,3,3,2,0,18,68,54,32,0,20.0,97.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86
38,15,5,0,1,0,1,0,0,68,9,1,0,0,0,18,60,0,0,78,20.0,97.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78
38,15,5,0,0,1,1,0,0,85,16,0,1,0,0,27,75,0,0,102,20.0,97.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,102
38,15,5,0,0,1,0,1,0,72,2,0,0,2,0,14,62,65,11,0,20.0,97.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76
20,9,6,1,0,0,1,0,0,10,4,2,1,0,0,4,13,0,0,17,21.7,49.0,0.0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
20,9,6,1,0,0,0,1,0,38,4,10,1,0,0,10,43,29,24,0,21.7,49.0,0.0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
20,9,6,0,1,0,1,0,0,40,5,0,0,0,0,10,35,0,0,45,21.7,49.0,0.0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
20,9,6,0,0,1,1,0,1,57,13,2,2,0,0,29,46,0,0,75,21.7,49.0,0.0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
20,9,6,0,0,1,0,1,0,36,4,2,2,2,0,17,29,32,14,0,21.7,49.0,0.0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
10,15,5,1,0,0,1,0,0,5,2,0,0,2,0,0,9,0,0,9,19.8,94.0,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
10,15,5,1,0,0,0,1,0,8,1,0,0,0,0,0,9,4,5,0,19.8,94.0,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
10,15,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,94.0,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,15,5,0,0,1,1,0,0,14,0,0,0,0,0,1,14,0,0,15,19.8,94.0,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
10,15,5,0,0,1,0,1,0,2,0,2,0,1,0,0,5,2,3,0,19.8,94.0,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
48,14,4,1,0,0,1,0,0,62,1,0,0,0,0,18,45,0,0,63,18.2,87.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63
48,14,4,1,0,0,0,1,0,98,3,2,1,1,0,32,73,91,14,0,18.2,87.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,105
48,14,4,0,1,0,1,0,0,92,6,2,2,0,0,32,70,0,0,102,18.2,87.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102
48,14,4,0,0,1,1,0,0,117,22,0,0,0,0,38,101,0,0,139,18.2,87.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139
48,14,4,0,0,1,0,1,0,104,3,1,1,6,0,34,81,100,15,0,18.2,87.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115
29,29,3,1,0,0,1,0,0,46,2,0,0,0,0,11,37,0,0,48,20.6,96.0,1.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48
29,29,3,1,0,0,0,1,0,72,6,2,2,1,0,23,60,65,18,0,20.6,96.0,1.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83
29,29,3,0,1,0,1,0,0,73,9,0,0,0,0,14,68,0,0,82,20.6,96.0,1.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82
29,29,3,0,0,1,1,0,0,79,24,1,1,0,0,23,82,0,0,105,20.6,96.0,1.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,105
29,29,3,0,0,1,0,1,0,107,5,6,2,1,0,40,81,101,20,0,20.6,96.0,1.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121
3,26,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,2,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
3,26,0,1,0,0,0,1,0,2,1,0,0,0,0,2,1,2,1,0,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
3,26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,26,0,0,0,1,1,0,0,21,0,0,0,0,0,1,20,0,0,21,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21
3,26,0,0,0,1,0,1,0,8,1,0,0,0,0,2,7,8,1,0,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
50,8,5,1,0,0,1,0,0,33,2,1,0,0,0,11,25,0,0,36,18.6,60.0,0.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
50,8,5,1,0,0,0,1,0,70,8,1,3,0,0,15,67,65,17,0,18.6,60.0,0.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
50,8,5,0,1,0,1,0,0,48,8,0,0,0,0,13,43,0,0,56,18.6,60.0,0.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
50,8,5,0,0,1,1,0,0,87,23,0,1,0,0,33,78,0,0,111,18.6,60.0,0.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
50,8,5,0,0,1,0,1,0,92,3,2,0,1,0,34,64,92,6,0,18.6,60.0,0.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
15,9,6,1,0,0,1,0,0,1,3,0,0,0,0,0,4,0,0,4,21.4,56.0,0.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
15,9,6,1,0,0,0,1,0,23,3,2,0,3,0,0,31,13,18,0,21.4,56.0,0.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
15,9,6,0,1,0,1,0,0,5,7,0,0,0,0,1,11,0,0,12,21.4,56.0,0.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
15,9,6,0,0,1,1,0,0,12,6,0,0,0,0,1,17,0,0,18,21.4,56.0,0.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
15,9,6,0,0,1,0,1,0,4,0,0,0,1,0,1,4,4,1,0,21.4,56.0,0.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
27,24,5,1,0,0,1,0,0,46,5,1,0,0,0,13,39,0,0,52,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
27,24,5,1,0,0,0,1,0,67,4,0,7,3,0,24,58,61,21,0,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
27,24,5,0,1,0,1,0,0,85,8,1,0,0,0,22,72,0,0,94,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
27,24,5,0,0,1,1,0,0,97,19,0,1,0,0,22,95,0,0,117,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
27,24,5,0,0,1,0,1,0,101,4,6,2,2,0,31,84,104,11,0,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
63,15,5,1,0,0,1,0,0,20,1,0,0,0,0,1,20,0,0,21,19.6,97.0,0.0,3.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21
63,15,5,1,0,0,0,1,0,25,4,0,1,4,0,7,27,23,11,0,19.6,97.0,0.0,3.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34
63,15,5,0,1,0,1,0,0,22,4,0,0,0,0,2,24,0,0,26,19.6,97.0,0.0,3.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26
63,15,5,0,0,1,1,0,0,36,8,0,1,0,0,11,34,0,0,45,19.6,97.0,0.0,3.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45
63,15,5,0,0,1,0,1,0,37,3,1,0,2,0,10,33,39,4,0,19.6,97.0,0.0,3.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43
5,27,1,1,0,0,1,0,0,5,1,0,0,0,0,1,5,0,0,6,26.2,86.0,0.0,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5,27,1,1,0,0,0,1,0,9,1,0,0,0,0,2,8,9,1,0,26.2,86.0,0.0,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
5,27,1,0,1,0,1,0,0,3,0,0,0,0,0,3,0,0,0,3,26.2,86.0,0.0,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,27,1,0,0,1,1,0,0,9,1,1,0,1,0,0,12,0,0,12,26.2,86.0,0.0,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
5,27,1,0,0,1,0,1,0,2,0,2,0,1,0,1,4,2,3,0,26.2,86.0,0.0,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
56,19,0,1,0,0,1,0,0,16,2,0,0,0,0,1,17,0,0,18,20.2,75.0,0.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
56,19,0,1,0,0,0,1,0,59,2,1,2,1,0,24,41,56,9,0,20.2,75.0,0.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65
56,19,0,0,1,0,1,0,0,44,3,0,1,0,0,13,36,0,0,49,20.2,75.0,0.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49
56,19,0,0,0,1,1,0,0,44,17,0,0,0,0,9,52,0,0,61,20.2,75.0,0.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61
56,19,0,0,0,1,0,1,0,70,4,1,1,1,0,24,53,72,5,0,20.2,75.0,0.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77
38,10,0,1,0,0,1,0,0,34,1,1,0,0,0,10,26,0,0,36,17.21132813,63.93930054,0.0,3.667120361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
38,10,0,1,0,0,0,1,0,49,8,4,1,4,0,13,53,37,29,0,17.21132813,63.93930054,0.0,3.667120361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
38,10,0,0,1,0,1,0,0,56,10,0,0,0,0,15,51,0,0,66,17.21132813,63.93930054,0.0,3.667120361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
38,10,0,0,0,1,1,0,0,81,23,0,1,0,0,25,80,0,0,105,17.21132813,63.93930054,0.0,3.667120361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105
38,10,0,0,0,1,0,1,0,69,6,1,0,4,0,15,65,56,24,0,17.21132813,63.93930054,0.0,3.667120361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80
66,27,1,1,0,0,1,0,0,18,4,3,0,1,0,2,24,0,0,26,26.4,94.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
66,27,1,1,0,0,0,1,0,13,3,0,0,2,0,2,17,11,8,0,26.4,94.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
66,27,1,0,1,0,1,0,0,4,0,0,0,0,0,4,0,0,0,4,26.4,94.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
66,27,1,0,0,1,1,0,0,22,10,0,0,0,0,7,25,0,0,32,26.4,94.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
66,27,1,0,0,1,0,1,0,17,1,0,0,2,0,5,15,16,4,0,26.4,94.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
64,22,3,1,0,0,1,0,0,17,1,0,0,0,0,4,14,0,0,18,20.5,92.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18
64,22,3,1,0,0,0,1,0,16,2,0,0,2,0,2,18,16,4,0,20.5,92.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20
64,22,3,0,1,0,1,0,0,20,8,0,0,0,0,8,20,0,0,28,20.5,92.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28
64,22,3,0,0,1,1,0,0,14,13,0,0,0,0,3,24,0,0,27,20.5,92.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27
64,22,3,0,0,1,0,1,0,37,3,1,0,2,0,11,32,36,7,0,20.5,92.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43
11,22,3,1,0,0,1,0,0,4,2,0,0,0,0,1,5,0,0,6,26.4,62.0,0.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
11,22,3,1,0,0,0,1,0,13,0,0,0,0,0,0,13,6,7,0,26.4,62.0,0.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
11,22,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,62.0,0.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,22,3,0,0,1,1,0,0,9,1,0,0,2,0,1,11,0,0,12,26.4,62.0,0.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
11,22,3,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,2,0,26.4,62.0,0.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
